2017-11-24 00:00:00,1,1
2017-12-01 00:00:00,1.0004,1.0004
2017-12-08 00:00:00,1.0007,1.0007
2017-12-15 00:00:00,1.001,1.001
2017-12-22 00:00:00,1.002,1.002
2017-12-29 00:00:00,1.0037,1.0037
2017-12-31 00:00:00,1.004,1.004
2018-01-05 00:00:00,1.0166,1.0166
2018-01-11 00:00:00,1.0273,1.0273
2018-01-12 00:00:00,1.0288,1.0288
2018-01-17 00:00:00,1.0324,1.0324
2018-01-18 00:00:00,1.0392,1.0392
2018-01-19 00:00:00,1.0524,1.0524
2018-01-22 00:00:00,1.0676,1.0676
2018-01-23 00:00:00,1.0786,1.0786
2018-01-24 00:00:00,1.0771,1.0771
2018-01-25 00:00:00,1.0708,1.0708
2018-01-26 00:00:00,1.0837,1.0837
2018-01-29 00:00:00,1.0734,1.0734
2018-01-30 00:00:00,1.0564,1.0564
2018-01-31 00:00:00,1.0577,1.0577
2018-02-01 00:00:00,1.0515,1.0515
2018-02-02 00:00:00,1.0505,1.0505
2018-02-05 00:00:00,1.0373,1.0373
2018-02-06 00:00:00,0.9826,0.9826
2018-02-07 00:00:00,0.9567,0.9567
2018-02-08 00:00:00,0.9508,0.9508
2018-02-09 00:00:00,0.9228,0.9228
2018-02-12 00:00:00,0.9213,0.9213
2018-02-13 00:00:00,0.9415,0.9415
2018-02-14 00:00:00,0.9641,0.9641
2018-02-22 00:00:00,0.9927,0.9927
2018-02-23 00:00:00,1.0052,1.0052
2018-02-26 00:00:00,0.9958,0.9958
2018-02-27 00:00:00,0.9758,0.9758
2018-02-28 00:00:00,0.9682,0.9682
2018-03-01 00:00:00,0.9842,0.9842
2018-03-02 00:00:00,0.9709,0.9709
2018-03-05 00:00:00,0.9633,0.9633
2018-03-06 00:00:00,0.9831,0.9831
2018-03-07 00:00:00,0.9715,0.9715
2018-03-08 00:00:00,0.9918,0.9918
2018-03-09 00:00:00,0.9964,0.9964
2018-03-12 00:00:00,1.0122,1.0122
2018-03-13 00:00:00,1.0092,1.0092
2018-03-14 00:00:00,1.0066,1.0066
2018-03-15 00:00:00,1.0146,1.0146
2018-03-16 00:00:00,1.0294,1.0294
2018-03-19 00:00:00,1.0249,1.0249
2018-03-20 00:00:00,1.0201,1.0201
2018-03-21 00:00:00,1.0244,1.0244
2018-03-22 00:00:00,1.0122,1.0122
2018-03-23 00:00:00,0.9787,0.9787
2018-03-26 00:00:00,0.9753,0.9753
2018-03-27 00:00:00,0.9788,0.9788
2018-03-28 00:00:00,0.9598,0.9598
2018-03-29 00:00:00,0.9724,0.9724
2018-03-30 00:00:00,0.9698,0.9698
2018-04-02 00:00:00,0.968,0.968
2018-04-03 00:00:00,0.9626,0.9626
2018-04-04 00:00:00,0.9491,0.9491
2018-04-09 00:00:00,0.9679,0.9679
2018-04-10 00:00:00,0.9883,0.9883
2018-04-11 00:00:00,0.9851,0.9851
2018-04-12 00:00:00,0.9797,0.9797
2018-04-13 00:00:00,0.9782,0.9782
2018-04-16 00:00:00,0.9598,0.9598
2018-04-17 00:00:00,0.9488,0.9488
2018-04-18 00:00:00,0.9534,0.9534
2018-04-19 00:00:00,0.9639,0.9639
2018-04-20 00:00:00,0.9492,0.9492
2018-04-23 00:00:00,0.9405,0.9405
2018-04-24 00:00:00,0.9655,0.9655
